game_string,half_inning_id,at_bat,base_state,outs_inning,is_final_pa,is_home_run,pa_runs_contribution,runs_remaining
y1_d094_WLI_ARN,19,68,0,2,True,False,0.0,0.0
y1_d095_NFP_PHD,1,1,0,0,False,False,0.0,2.0
y1_d095_NFP_PHD,1,2,2,0,False,False,0.0,2.0
y1_d095_NFP_PHD,1,3,5,0,False,False,0.0,2.0
y1_d095_NFP_PHD,1,4,6,1,False,False,2.0,2.0
y1_d095_NFP_PHD,1,5,1,1,False,False,0.0,0.0
y1_d095_NFP_PHD,1,6,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,2,7,0,0,False,False,0.0,1.0
y1_d095_NFP_PHD,2,8,0,1,False,True,1.0,1.0
y1_d095_NFP_PHD,2,9,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,2,10,0,2,True,False,0.0,0.0
y1_d095_NFP_PHD,3,11,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,3,12,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,3,13,0,2,False,False,0.0,0.0
y1_d095_NFP_PHD,3,14,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,4,15,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,4,16,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,4,17,0,2,False,False,0.0,0.0
y1_d095_NFP_PHD,4,18,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,5,19,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,5,20,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,5,21,0,2,False,False,0.0,0.0
y1_d095_NFP_PHD,5,22,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,6,23,0,0,False,True,1.0,1.0
y1_d095_NFP_PHD,6,24,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,6,25,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,6,26,1,1,False,False,0.0,0.0
y1_d095_NFP_PHD,6,27,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,7,28,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,7,29,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,7,30,2,1,False,False,0.0,0.0
y1_d095_NFP_PHD,7,31,4,2,True,False,0.0,0.0
y1_d095_NFP_PHD,8,32,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,8,33,1,0,False,False,0.0,0.0
y1_d095_NFP_PHD,8,34,2,1,False,False,0.0,0.0
y1_d095_NFP_PHD,8,35,2,2,True,False,0.0,0.0
y1_d095_NFP_PHD,9,36,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,9,37,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,9,38,0,2,True,False,0.0,0.0
y1_d095_NFP_PHD,10,39,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,10,40,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,10,41,0,2,True,False,0.0,0.0
y1_d095_NFP_PHD,11,42,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,11,43,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,11,44,0,2,False,False,0.0,0.0
y1_d095_NFP_PHD,11,45,2,2,True,False,0.0,0.0
y1_d095_NFP_PHD,12,46,0,0,False,False,0.0,4.0
y1_d095_NFP_PHD,12,47,1,0,False,False,1.0,4.0
y1_d095_NFP_PHD,12,48,2,0,False,False,0.0,3.0
y1_d095_NFP_PHD,12,49,3,0,False,False,1.0,3.0
y1_d095_NFP_PHD,12,50,6,0,False,False,0.0,2.0
y1_d095_NFP_PHD,12,51,7,0,False,False,1.0,2.0
y1_d095_NFP_PHD,12,52,3,1,False,False,0.0,1.0
y1_d095_NFP_PHD,12,53,3,2,False,False,0.0,1.0
y1_d095_NFP_PHD,12,54,7,2,False,False,1.0,1.0
y1_d095_NFP_PHD,12,55,7,2,True,False,0.0,0.0
y1_d095_NFP_PHD,13,56,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,13,57,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,13,58,1,1,False,False,0.0,0.0
y1_d095_NFP_PHD,13,59,3,1,False,False,0.0,0.0
y1_d095_NFP_PHD,13,60,6,2,True,False,0.0,0.0
y1_d095_NFP_PHD,14,61,0,0,False,True,1.0,3.0
y1_d095_NFP_PHD,14,62,0,0,False,False,0.0,2.0
y1_d095_NFP_PHD,14,63,0,1,False,False,0.0,2.0
y1_d095_NFP_PHD,14,64,0,2,False,False,0.0,2.0
y1_d095_NFP_PHD,14,65,1,2,False,False,0.0,2.0
y1_d095_NFP_PHD,14,66,3,2,False,False,2.0,2.0
y1_d095_NFP_PHD,14,67,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,15,68,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,15,69,1,0,False,False,0.0,0.0
y1_d095_NFP_PHD,15,70,1,1,False,False,0.0,0.0
y1_d095_NFP_PHD,15,71,3,1,False,False,0.0,0.0
y1_d095_NFP_PHD,15,72,3,2,True,False,0.0,0.0
y1_d095_NFP_PHD,16,73,0,0,False,True,1.0,1.0
y1_d095_NFP_PHD,16,74,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,16,75,0,1,False,False,0.0,0.0
y1_d095_NFP_PHD,16,76,0,2,False,False,0.0,0.0
y1_d095_NFP_PHD,16,77,1,2,True,False,0.0,0.0
y1_d095_NFP_PHD,17,78,0,0,False,False,0.0,0.0
y1_d095_NFP_PHD,17,79,1,0,False,False,0.0,0.0
y1_d095_NFP_PHD,17,80,1,1,True,False,0.0,0.0
y1_d095_WLI_ARN,1,1,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,1,2,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,1,3,0,2,True,False,0.0,0.0
y1_d095_WLI_ARN,2,4,0,0,False,False,0.0,1.0
y1_d095_WLI_ARN,2,5,1,0,False,False,0.0,1.0
y1_d095_WLI_ARN,2,6,3,0,False,False,1.0,1.0
y1_d095_WLI_ARN,2,7,4,1,False,False,0.0,0.0
y1_d095_WLI_ARN,2,8,5,1,True,False,0.0,0.0
y1_d095_WLI_ARN,3,9,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,3,10,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,3,11,0,2,False,False,0.0,0.0
y1_d095_WLI_ARN,3,12,1,2,False,False,0.0,0.0
y1_d095_WLI_ARN,3,13,3,2,True,False,0.0,0.0
y1_d095_WLI_ARN,4,14,0,0,False,False,0.0,4.0
y1_d095_WLI_ARN,4,15,1,0,False,False,0.0,4.0
y1_d095_WLI_ARN,4,16,3,0,False,False,1.0,4.0
y1_d095_WLI_ARN,4,17,5,0,False,True,3.0,3.0
y1_d095_WLI_ARN,4,18,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,4,19,0,1,True,False,0.0,0.0
y1_d095_WLI_ARN,5,20,0,0,False,False,0.0,3.0
y1_d095_WLI_ARN,5,21,2,0,False,False,0.0,3.0
y1_d095_WLI_ARN,5,22,2,1,False,False,1.0,3.0
y1_d095_WLI_ARN,5,23,2,1,False,False,1.0,2.0
y1_d095_WLI_ARN,5,24,1,1,False,False,0.0,1.0
y1_d095_WLI_ARN,5,25,3,1,False,False,1.0,1.0
y1_d095_WLI_ARN,5,26,4,2,True,False,0.0,0.0
y1_d095_WLI_ARN,6,27,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,6,28,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,6,29,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,6,30,3,1,False,False,0.0,0.0
y1_d095_WLI_ARN,6,31,3,2,True,False,0.0,0.0
y1_d095_WLI_ARN,7,32,0,0,False,True,1.0,1.0
y1_d095_WLI_ARN,7,33,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,7,34,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,7,35,0,2,True,False,0.0,0.0
y1_d095_WLI_ARN,8,36,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,8,37,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,8,38,0,2,True,False,0.0,0.0
y1_d095_WLI_ARN,9,39,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,9,40,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,9,41,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,9,42,1,2,True,False,0.0,0.0
y1_d095_WLI_ARN,10,43,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,10,44,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,10,45,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,10,46,1,2,True,False,0.0,0.0
y1_d095_WLI_ARN,11,47,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,11,48,1,0,False,False,0.0,0.0
y1_d095_WLI_ARN,11,49,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,11,50,1,2,False,False,0.0,0.0
y1_d095_WLI_ARN,11,51,6,2,True,False,0.0,0.0
y1_d095_WLI_ARN,12,52,0,0,False,False,0.0,1.0
y1_d095_WLI_ARN,12,53,1,0,False,False,0.0,1.0
y1_d095_WLI_ARN,12,54,6,0,False,False,1.0,1.0
y1_d095_WLI_ARN,12,55,4,1,False,False,0.0,0.0
y1_d095_WLI_ARN,12,56,4,2,True,False,0.0,0.0
y1_d095_WLI_ARN,13,57,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,13,58,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,13,59,0,2,True,False,0.0,0.0
y1_d095_WLI_ARN,14,60,0,0,False,False,0.0,1.0
y1_d095_WLI_ARN,14,61,0,1,False,False,0.0,1.0
y1_d095_WLI_ARN,14,62,1,1,False,False,0.0,1.0
y1_d095_WLI_ARN,14,63,3,1,False,False,1.0,1.0
y1_d095_WLI_ARN,14,64,5,1,True,False,0.0,0.0
y1_d095_WLI_ARN,15,65,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,15,66,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,15,67,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,15,68,3,1,True,False,0.0,0.0
y1_d095_WLI_ARN,16,69,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,16,70,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,16,71,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,16,72,3,1,False,False,0.0,0.0
y1_d095_WLI_ARN,16,73,3,2,True,False,0.0,0.0
y1_d095_WLI_ARN,17,74,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,17,75,0,1,False,False,0.0,0.0
y1_d095_WLI_ARN,17,76,1,1,False,False,0.0,0.0
y1_d095_WLI_ARN,17,77,5,1,True,False,0.0,0.0
y1_d095_WLI_ARN,18,78,0,0,False,False,0.0,0.0
y1_d095_WLI_ARN,18,79,1,0,False,False,0.0,0.0
y1_d095_WLI_ARN,18,80,3,0,False,False,0.0,0.0
y1_d095_WLI_ARN,18,81,7,0,True,False,0.0,0.0
y1_d096_NFP_PHD,1,1,0,0,False,True,1.0,1.0
y1_d096_NFP_PHD,1,2,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,1,3,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,1,4,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,2,5,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,2,6,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,2,7,1,1,False,False,0.0,0.0
y1_d096_NFP_PHD,2,8,1,2,True,False,0.0,0.0
y1_d096_NFP_PHD,3,9,0,0,False,False,0.0,2.0
y1_d096_NFP_PHD,3,10,1,0,False,False,0.0,2.0
y1_d096_NFP_PHD,3,11,3,0,False,False,1.0,2.0
y1_d096_NFP_PHD,3,12,4,1,False,False,0.0,1.0
y1_d096_NFP_PHD,3,13,5,1,False,False,1.0,1.0
y1_d096_NFP_PHD,3,14,3,1,False,False,0.0,0.0
y1_d096_NFP_PHD,3,15,7,1,True,False,0.0,0.0
y1_d096_NFP_PHD,4,16,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,4,17,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,4,18,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,5,19,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,5,20,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,5,21,1,1,False,False,0.0,0.0
y1_d096_NFP_PHD,5,22,5,1,True,False,0.0,0.0
y1_d096_NFP_PHD,6,23,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,6,24,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,6,25,0,2,False,False,0.0,0.0
y1_d096_NFP_PHD,6,26,1,2,True,False,0.0,0.0
y1_d096_NFP_PHD,7,27,0,0,False,False,0.0,3.0
y1_d096_NFP_PHD,7,28,0,1,False,False,0.0,3.0
y1_d096_NFP_PHD,7,29,1,1,False,False,1.0,3.0
y1_d096_NFP_PHD,7,30,2,1,False,False,0.0,2.0
y1_d096_NFP_PHD,7,31,2,2,False,False,0.0,2.0
y1_d096_NFP_PHD,7,32,3,2,False,False,2.0,2.0
y1_d096_NFP_PHD,7,33,1,2,True,False,0.0,0.0
y1_d096_NFP_PHD,8,34,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,8,35,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,8,36,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,9,37,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,9,38,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,9,39,0,2,False,False,0.0,0.0
y1_d096_NFP_PHD,9,40,1,2,False,False,0.0,0.0
y1_d096_NFP_PHD,9,41,3,2,True,False,0.0,0.0
y1_d096_NFP_PHD,10,42,0,0,False,False,0.0,1.0
y1_d096_NFP_PHD,10,43,1,0,False,False,0.0,1.0
y1_d096_NFP_PHD,10,44,1,1,False,False,1.0,1.0
y1_d096_NFP_PHD,10,45,1,1,False,False,0.0,0.0
y1_d096_NFP_PHD,10,46,1,2,True,False,0.0,0.0
y1_d096_NFP_PHD,11,47,1,0,False,False,0.0,1.0
y1_d096_NFP_PHD,11,48,1,0,False,False,0.0,1.0
y1_d096_NFP_PHD,11,49,1,1,False,False,1.0,1.0
y1_d096_NFP_PHD,11,50,2,1,False,False,0.0,0.0
y1_d096_NFP_PHD,11,51,3,1,False,False,0.0,0.0
y1_d096_NFP_PHD,11,52,7,1,True,False,0.0,0.0
y1_d096_NFP_PHD,12,53,0,0,False,False,0.0,1.0
y1_d096_NFP_PHD,12,54,0,1,False,False,0.0,1.0
y1_d096_NFP_PHD,12,55,0,2,False,False,0.0,1.0
y1_d096_NFP_PHD,12,56,1,2,False,False,0.0,1.0
y1_d096_NFP_PHD,12,57,5,2,False,False,1.0,1.0
y1_d096_NFP_PHD,12,58,5,2,False,False,0.0,0.0
y1_d096_NFP_PHD,12,59,7,2,True,False,0.0,0.0
y1_d096_NFP_PHD,13,60,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,13,61,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,13,62,1,1,False,False,0.0,0.0
y1_d096_NFP_PHD,13,63,1,2,True,False,0.0,0.0
y1_d096_NFP_PHD,14,64,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,14,65,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,14,66,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,15,67,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,15,68,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,15,69,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,16,70,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,16,71,0,1,False,False,0.0,0.0
y1_d096_NFP_PHD,16,72,0,2,True,False,0.0,0.0
y1_d096_NFP_PHD,17,73,0,0,False,False,0.0,1.0
y1_d096_NFP_PHD,17,74,0,1,False,False,0.0,1.0
y1_d096_NFP_PHD,17,75,1,1,False,False,0.0,1.0
y1_d096_NFP_PHD,17,76,3,1,False,False,0.0,1.0
y1_d096_NFP_PHD,17,77,7,1,False,False,1.0,1.0
y1_d096_NFP_PHD,17,78,7,1,True,False,0.0,0.0
y1_d096_NFP_PHD,18,79,0,0,False,False,0.0,0.0
y1_d096_NFP_PHD,18,80,1,0,False,False,0.0,0.0
y1_d096_NFP_PHD,18,81,1,1,False,False,0.0,0.0
y1_d096_NFP_PHD,18,82,1,2,True,False,0.0,0.0
y1_d096_WLI_ARN,1,1,0,0,False,False,0.0,1.0
y1_d096_WLI_ARN,1,2,1,0,False,False,1.0,1.0
y1_d096_WLI_ARN,1,3,0,1,True,False,0.0,0.0
y1_d096_WLI_ARN,2,4,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,2,5,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,2,6,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,3,7,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,3,8,1,0,False,False,0.0,0.0
y1_d096_WLI_ARN,3,9,1,1,False,False,0.0,0.0
y1_d096_WLI_ARN,3,10,5,1,False,False,0.0,0.0
y1_d096_WLI_ARN,3,11,6,2,True,False,0.0,0.0
y1_d096_WLI_ARN,4,12,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,4,13,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,4,14,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,5,15,0,0,False,False,0.0,2.0
y1_d096_WLI_ARN,5,16,0,1,False,False,0.0,2.0
y1_d096_WLI_ARN,5,17,2,1,False,False,1.0,2.0
y1_d096_WLI_ARN,5,18,2,1,False,False,0.0,1.0
y1_d096_WLI_ARN,5,19,5,1,False,False,1.0,1.0
y1_d096_WLI_ARN,5,20,6,1,False,False,0.0,0.0
y1_d096_WLI_ARN,5,21,6,2,True,False,0.0,0.0
y1_d096_WLI_ARN,6,22,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,6,23,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,6,24,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,7,25,0,0,False,False,0.0,1.0
y1_d096_WLI_ARN,7,26,2,0,False,False,1.0,1.0
y1_d096_WLI_ARN,7,27,2,0,False,False,0.0,0.0
y1_d096_WLI_ARN,7,28,2,1,False,False,0.0,0.0
y1_d096_WLI_ARN,7,29,4,2,True,False,0.0,0.0
y1_d096_WLI_ARN,8,30,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,8,31,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,8,32,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,9,33,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,9,34,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,9,35,0,2,False,False,0.0,0.0
y1_d096_WLI_ARN,9,36,1,2,True,False,0.0,0.0
y1_d096_WLI_ARN,10,37,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,10,38,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,10,39,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,11,40,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,11,41,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,11,42,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,12,43,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,12,44,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,12,45,0,2,False,False,0.0,0.0
y1_d096_WLI_ARN,12,46,1,2,True,False,0.0,0.0
y1_d096_WLI_ARN,13,47,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,13,48,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,13,49,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,14,50,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,14,51,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,14,52,1,1,False,False,0.0,0.0
y1_d096_WLI_ARN,14,53,1,2,False,False,0.0,0.0
y1_d096_WLI_ARN,14,54,6,2,True,False,0.0,0.0
y1_d096_WLI_ARN,15,55,0,0,False,False,0.0,0.0
y1_d096_WLI_ARN,15,56,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,15,57,0,2,True,False,0.0,0.0
y1_d096_WLI_ARN,16,58,0,0,False,False,0.0,1.0
y1_d096_WLI_ARN,16,59,0,1,False,False,0.0,1.0
y1_d096_WLI_ARN,16,60,4,1,False,False,0.0,1.0
y1_d096_WLI_ARN,16,61,5,1,False,False,0.0,1.0
y1_d096_WLI_ARN,16,62,5,2,False,False,1.0,1.0
y1_d096_WLI_ARN,16,63,3,2,True,False,0.0,0.0
y1_d096_WLI_ARN,17,64,0,0,False,False,0.0,1.0
y1_d096_WLI_ARN,17,65,0,1,False,True,1.0,1.0
y1_d096_WLI_ARN,17,66,0,1,False,False,0.0,0.0
y1_d096_WLI_ARN,17,67,1,1,False,False,0.0,0.0
y1_d096_WLI_ARN,17,68,1,2,True,False,0.0,0.0
y1_d096_WLI_ARN,18,69,0,0,False,False,0.0,1.0
y1_d096_WLI_ARN,18,70,0,1,False,False,0.0,1.0
y1_d096_WLI_ARN,18,71,2,1,False,False,1.0,1.0
y1_d096_WLI_ARN,18,72,2,1,False,False,0.0,0.0
y1_d096_WLI_ARN,18,73,2,2,True,False,0.0,0.0
y1_d097_CYU_PHD,1,1,0,0,False,False,0.0,2.0
y1_d097_CYU_PHD,1,2,2,0,False,False,0.0,2.0
y1_d097_CYU_PHD,1,3,3,0,False,False,1.0,2.0
y1_d097_CYU_PHD,1,4,4,1,False,False,1.0,1.0
y1_d097_CYU_PHD,1,5,1,1,True,False,0.0,0.0
y1_d097_CYU_PHD,2,6,0,0,False,False,0.0,1.0
y1_d097_CYU_PHD,2,7,0,1,False,True,1.0,1.0
y1_d097_CYU_PHD,2,8,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,2,9,2,1,False,False,0.0,0.0
y1_d097_CYU_PHD,2,10,4,2,True,False,0.0,0.0
y1_d097_CYU_PHD,3,11,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,3,12,1,0,False,False,0.0,0.0
y1_d097_CYU_PHD,3,13,1,1,False,False,0.0,0.0
y1_d097_CYU_PHD,3,14,2,2,True,False,0.0,0.0
y1_d097_CYU_PHD,4,15,0,0,False,True,1.0,1.0
y1_d097_CYU_PHD,4,16,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,4,17,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,4,18,0,2,False,False,0.0,0.0
y1_d097_CYU_PHD,4,19,1,2,False,False,0.0,0.0
y1_d097_CYU_PHD,4,20,5,2,True,False,0.0,0.0
y1_d097_CYU_PHD,5,21,0,0,False,False,0.0,1.0
y1_d097_CYU_PHD,5,22,0,1,False,False,0.0,1.0
y1_d097_CYU_PHD,5,23,0,2,False,False,0.0,1.0
y1_d097_CYU_PHD,5,24,1,2,False,False,1.0,1.0
y1_d097_CYU_PHD,5,25,4,2,True,False,0.0,0.0
y1_d097_CYU_PHD,6,26,0,0,False,False,0.0,3.0
y1_d097_CYU_PHD,6,27,0,1,False,False,0.0,3.0
y1_d097_CYU_PHD,6,28,1,1,False,False,0.0,3.0
y1_d097_CYU_PHD,6,29,3,1,False,False,0.0,3.0
y1_d097_CYU_PHD,6,30,5,2,False,True,3.0,3.0
y1_d097_CYU_PHD,6,31,0,2,True,False,0.0,0.0
y1_d097_CYU_PHD,7,32,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,7,33,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,7,34,0,2,False,False,0.0,0.0
y1_d097_CYU_PHD,7,35,1,2,False,False,0.0,0.0
y1_d097_CYU_PHD,7,36,3,2,True,False,0.0,0.0
y1_d097_CYU_PHD,8,37,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,8,38,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,8,39,0,2,True,False,0.0,0.0
y1_d097_CYU_PHD,9,40,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,9,41,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,9,42,0,2,True,False,0.0,0.0
y1_d097_CYU_PHD,10,43,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,10,44,1,0,False,False,0.0,0.0
y1_d097_CYU_PHD,10,45,1,1,False,False,0.0,0.0
y1_d097_CYU_PHD,10,46,3,1,False,False,0.0,0.0
y1_d097_CYU_PHD,10,47,6,2,False,False,0.0,0.0
y1_d097_CYU_PHD,10,48,7,2,True,False,0.0,0.0
y1_d097_CYU_PHD,11,49,0,0,False,True,1.0,3.0
y1_d097_CYU_PHD,11,50,0,0,False,True,1.0,2.0
y1_d097_CYU_PHD,11,51,0,0,False,False,0.0,1.0
y1_d097_CYU_PHD,11,52,0,1,False,False,0.0,1.0
y1_d097_CYU_PHD,11,53,1,1,False,False,1.0,1.0
y1_d097_CYU_PHD,11,54,1,1,True,False,0.0,0.0
y1_d097_CYU_PHD,12,55,0,0,False,False,0.0,3.0
y1_d097_CYU_PHD,12,56,0,1,False,True,1.0,3.0
y1_d097_CYU_PHD,12,57,0,1,False,False,0.0,2.0
y1_d097_CYU_PHD,12,58,1,1,False,True,2.0,2.0
y1_d097_CYU_PHD,12,59,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,12,60,1,1,True,False,0.0,0.0
y1_d097_CYU_PHD,13,61,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,13,62,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,13,63,0,2,True,False,0.0,0.0
y1_d097_CYU_PHD,14,64,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,14,65,1,0,False,False,0.0,0.0
y1_d097_CYU_PHD,14,66,1,1,False,False,0.0,0.0
y1_d097_CYU_PHD,14,67,4,2,True,False,0.0,0.0
y1_d097_CYU_PHD,15,68,0,0,False,False,0.0,1.0
y1_d097_CYU_PHD,15,69,1,0,False,False,0.0,1.0
y1_d097_CYU_PHD,15,70,1,1,False,False,1.0,1.0
y1_d097_CYU_PHD,15,71,1,1,False,False,0.0,0.0
y1_d097_CYU_PHD,15,72,3,1,True,False,0.0,0.0
y1_d097_CYU_PHD,16,73,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,16,74,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,16,75,0,2,True,False,0.0,0.0
y1_d097_CYU_PHD,17,76,0,0,False,False,0.0,0.0
y1_d097_CYU_PHD,17,77,0,1,False,False,0.0,0.0
y1_d097_CYU_PHD,17,78,1,1,False,False,0.0,0.0
y1_d097_CYU_PHD,17,79,3,1,True,False,0.0,0.0
y1_d097_NYN_ARN,1,1,0,0,False,False,0.0,3.0
y1_d097_NYN_ARN,1,2,1,0,False,False,0.0,3.0
y1_d097_NYN_ARN,1,3,5,0,False,False,1.0,3.0
y1_d097_NYN_ARN,1,4,4,1,False,True,2.0,2.0
y1_d097_NYN_ARN,1,5,0,1,False,False,0.0,0.0
y1_d097_NYN_ARN,1,6,0,2,True,False,0.0,0.0
y1_d097_NYN_ARN,2,7,0,0,False,False,0.0,0.0
y1_d097_NYN_ARN,2,8,0,1,False,False,0.0,0.0
y1_d097_NYN_ARN,2,9,0,2,True,False,0.0,0.0
y1_d097_NYN_ARN,3,10,0,0,False,False,0.0,0.0
y1_d097_NYN_ARN,3,11,1,0,False,False,0.0,0.0
y1_d097_NYN_ARN,3,12,1,1,True,False,0.0,0.0
y1_d097_NYN_ARN,4,13,0,0,False,False,0.0,7.0
y1_d097_NYN_ARN,4,14,2,0,False,False,0.0,7.0
